State,Year,Month,Death Counts
RI,2016,January,30
RI,2016,February,30
RI,2016,March,26
RI,2016,April,26
RI,2016,May,27
RI,2016,June,28
RI,2016,July,29
RI,2016,August,32
RI,2016,September,30
RI,2016,October,30
RI,2016,November,27
RI,2016,December,31
RI,2017,January,34
RI,2017,February,31
RI,2017,March,31
RI,2017,April,33
RI,2017,May,31
RI,2017,June,34
RI,2017,July,34
RI,2017,August,32
RI,2017,September,31
RI,2017,October,30
RI,2017,November,33
RI,2017,December,30
RI,2018,January,28
RI,2018,February,31
RI,2018,March,33
RI,2018,April,32
RI,2015,January,80
RI,2015,February,81
RI,2015,March,82
RI,2015,April,81
RI,2015,May,89
RI,2015,June,94
RI,2015,July,98
RI,2015,August,101
RI,2015,September,107
RI,2015,October,107
RI,2015,November,107
RI,2015,December,104
RI,2016,January,104
RI,2016,February,107
RI,2016,March,110
RI,2016,April,114
RI,2016,May,107
RI,2016,June,108
RI,2016,July,105
RI,2016,August,105
RI,2016,September,99
RI,2016,October,100
RI,2016,November,98
RI,2016,December,94
RI,2017,January,90
RI,2017,February,83
RI,2017,March,82
RI,2017,April,76
RI,2017,May,72
RI,2017,June,77
RI,2017,July,71
RI,2017,August,74
RI,2017,September,76
RI,2017,October,77
RI,2017,November,78
RI,2017,December,79
RI,2018,January,76
RI,2018,February,75
RI,2018,March,68
RI,2018,April,74
RI,2015,January,10111
RI,2015,February,10206
RI,2015,March,10268
RI,2015,April,10249
RI,2015,May,10238
RI,2015,June,10286
RI,2015,July,10365
RI,2015,August,10369
RI,2015,September,10414
RI,2015,October,10476
RI,2015,November,10496
RI,2015,December,10388
RI,2016,January,10273
RI,2016,February,10251
RI,2016,March,10173
RI,2016,April,10159
RI,2016,May,10131
RI,2016,June,10072
RI,2016,July,9973
RI,2016,August,9997
RI,2016,September,9985
RI,2016,October,9950
RI,2016,November,9940
RI,2016,December,10023
RI,2017,January,10075
RI,2017,February,10107
RI,2017,March,10187
RI,2017,April,10226
RI,2017,May,10258
RI,2017,June,10333
RI,2017,July,10374
RI,2017,August,10345
RI,2017,September,10391
RI,2017,October,10351
RI,2017,November,10379
RI,2017,December,10445
RI,2018,January,10507
RI,2018,February,10413
RI,2018,March,10302
RI,2018,April,10335
RI,2015,January,250
RI,2015,February,254
RI,2015,March,262
RI,2015,April,267
RI,2015,May,282
RI,2015,June,296
RI,2015,July,308
RI,2015,August,308
RI,2015,September,326
RI,2015,October,322
RI,2015,November,323
RI,2015,December,319
RI,2016,January,320
RI,2016,February,322
RI,2016,March,322
RI,2016,April,328
RI,2016,May,329
RI,2016,June,338
RI,2016,July,333
RI,2016,August,337
RI,2016,September,329
RI,2016,October,330
RI,2016,November,344
RI,2016,December,346
RI,2017,January,350
RI,2017,February,340
RI,2017,March,346
RI,2017,April,339
RI,2017,May,324
RI,2017,June,320
RI,2017,July,321
RI,2017,August,326
RI,2017,September,330
RI,2017,October,332
RI,2017,November,326
RI,2017,December,332
RI,2018,January,320
RI,2018,February,315
RI,2018,March,305
RI,2018,April,309
RI,2015,January,214
RI,2015,February,218
RI,2015,March,221
RI,2015,April,221
RI,2015,May,235
RI,2015,June,251
RI,2015,July,260
RI,2015,August,264
RI,2015,September,279
RI,2015,October,272
RI,2015,November,273
RI,2015,December,268
RI,2016,January,268
RI,2016,February,264
RI,2016,March,267
RI,2016,April,278
RI,2016,May,274
RI,2016,June,279
RI,2016,July,278
RI,2016,August,283
RI,2016,September,277
RI,2016,October,282
RI,2016,November,294
RI,2016,December,297
RI,2017,January,300
RI,2017,February,296
RI,2017,March,299
RI,2017,April,290
RI,2017,May,280
RI,2017,June,280
RI,2017,July,280
RI,2017,August,282
RI,2017,September,285
RI,2017,October,288
RI,2017,November,284
RI,2017,December,284
RI,2018,January,274
RI,2018,February,269
RI,2018,March,263
RI,2018,April,270
RI,2015,January,99.6
RI,2015,February,99.60629921
RI,2015,March,99.61832061
RI,2015,April,99.62546816
RI,2015,May,99.64539007
RI,2015,June,99.66216216
RI,2015,July,99.35064935
RI,2015,August,99.35064935
RI,2015,September,99.38650307
RI,2015,October,99.37888199
RI,2015,November,99.69040248
RI,2015,December,99.37304075
RI,2016,January,99.375
RI,2016,February,99.37888199
RI,2016,March,99.37888199
RI,2016,April,99.3902439
RI,2016,May,99.39209726
RI,2016,June,99.40828402
RI,2016,July,99.6996997
RI,2016,August,99.70326409
RI,2016,September,99.39209726
RI,2016,October,99.39393939
RI,2016,November,99.41860465
RI,2016,December,99.71098266
RI,2017,January,99.42857143
RI,2017,February,99.11764706
RI,2017,March,98.55491329
RI,2017,April,98.52507375
RI,2017,May,98.14814815
RI,2017,June,98.125
RI,2017,July,98.13084112
RI,2017,August,98.1595092
RI,2017,September,98.48484848
RI,2017,October,98.4939759
RI,2017,November,98.46625767
RI,2017,December,98.4939759
RI,2018,January,98.75
RI,2018,February,99.04761905
RI,2018,March,99.67213115
RI,2018,April,99.6763754
RI,2015,January,4
RI,2015,February,4
RI,2015,March,3
RI,2015,April,5
RI,2015,May,6
RI,2015,June,7
RI,2015,July,7
RI,2015,August,8
RI,2015,September,9
RI,2015,October,7
RI,2015,November,8
RI,2015,December,8
RI,2016,January,7
RI,2016,February,8
RI,2016,March,8
RI,2016,April,6
RI,2016,May,6
RI,2016,June,5
RI,2016,July,6
RI,2016,August,6
RI,2016,September,8
RI,2016,October,8
RI,2016,November,8
RI,2016,December,11
RI,2017,January,13
RI,2017,February,13
RI,2017,March,14
RI,2017,April,15
RI,2017,May,14
RI,2017,June,14
RI,2017,July,13
RI,2017,August,12
RI,2017,September,10
RI,2017,October,12
RI,2017,November,13
RI,2017,December,13
RI,2018,January,14
RI,2018,February,16
RI,2018,March,15
RI,2018,April,14
RI,2015,January,90
RI,2015,February,92
RI,2015,March,88
RI,2015,April,93
RI,2015,May,103
RI,2015,June,115
RI,2015,July,128
RI,2015,August,133
RI,2015,September,139
RI,2015,October,143
RI,2015,November,145
RI,2015,December,144
RI,2016,January,137
RI,2016,February,131
RI,2016,March,136
RI,2016,April,147
RI,2016,May,152
RI,2016,June,161
RI,2016,July,165
RI,2016,August,171
RI,2016,September,173
RI,2016,October,182
RI,2016,November,196
RI,2016,December,197
RI,2017,January,206
RI,2017,February,214
RI,2017,March,220
RI,2017,April,212
RI,2017,May,204
RI,2017,June,199
RI,2017,July,200
RI,2017,August,202
RI,2017,September,209
RI,2017,October,207
RI,2017,November,203
RI,2017,December,208
RI,2018,January,200
RI,2018,February,193
RI,2018,March,193
RI,2018,April,198
SC,2015,January,94
SC,2015,February,96
SC,2015,March,93
SC,2015,April,95
SC,2015,May,100
SC,2015,June,99
SC,2015,July,99
SC,2015,August,100
SC,2015,September,98
SC,2015,October,93
SC,2015,November,99
SC,2015,December,108
SC,2016,January,105
SC,2016,February,106
SC,2016,March,115
SC,2016,April,120
SC,2016,May,118
SC,2016,June,122
SC,2016,July,128
SC,2016,August,136
SC,2016,September,135
SC,2016,October,142
SC,2016,November,137
SC,2016,December,139
SC,2017,January,147
SC,2017,February,156
SC,2017,March,153
SC,2017,April,161
SC,2017,May,184
SC,2017,June,203
SC,2017,July,212
SC,2017,August,217
SC,2017,September,222
SC,2017,October,226
SC,2017,November,232
SC,2017,December,235
SC,2018,January,234
SC,2018,February,220
SC,2018,March,235
SC,2018,April,242
SC,2015,January,64
SC,2015,February,69
SC,2015,March,75
SC,2015,April,76
SC,2015,May,79
SC,2015,June,72
SC,2015,July,75
SC,2015,August,80
SC,2015,September,83
SC,2015,October,86
SC,2015,November,87
SC,2015,December,93
SC,2016,January,96
SC,2016,February,94
SC,2016,March,92
SC,2016,April,102
SC,2016,May,105
SC,2016,June,115
SC,2016,July,114
SC,2016,August,116
SC,2016,September,112
SC,2016,October,116
SC,2016,November,113
SC,2016,December,108
SC,2017,January,111
SC,2017,February,116
SC,2017,March,119
SC,2017,April,115
SC,2017,May,129
SC,2017,June,132
SC,2017,July,133
SC,2017,August,136
SC,2017,September,137
SC,2017,October,141
SC,2017,November,142
SC,2017,December,143
SC,2018,January,142
SC,2018,February,146
SC,2018,March,152
SC,2018,April,157
SC,2015,January,75
SC,2015,February,68
SC,2015,March,72
SC,2015,April,70
SC,2015,May,72
SC,2015,June,73
SC,2015,July,64
SC,2015,August,67
SC,2015,September,61
SC,2015,October,59
SC,2015,November,55
SC,2015,December,55
SC,2016,January,57
SC,2016,February,59
SC,2016,March,58
SC,2016,April,59
SC,2016,May,60
SC,2016,June,60
SC,2016,July,65
SC,2016,August,58
SC,2016,September,57
SC,2016,October,54
SC,2016,November,54
SC,2016,December,53
SC,2017,January,51
SC,2017,February,51
SC,2017,March,48
SC,2017,April,48
SC,2017,May,47
SC,2017,June,43
SC,2017,July,40
SC,2017,August,41
SC,2017,September,40
SC,2017,October,46
SC,2017,November,48
SC,2017,December,45
SC,2018,January,42
SC,2018,February,42
SC,2018,March,43
SC,2018,April,44
SC,2015,January,317
SC,2015,February,320
SC,2015,March,314
SC,2015,April,317
SC,2015,May,314
SC,2015,June,312
SC,2015,July,306
SC,2015,August,314
SC,2015,September,304
SC,2015,October,319
SC,2015,November,327
SC,2015,December,321
SC,2016,January,317
SC,2016,February,317
SC,2016,March,333
SC,2016,April,337
SC,2016,May,341
SC,2016,June,350
SC,2016,July,354
SC,2016,August,346
SC,2016,September,349
SC,2016,October,338
SC,2016,November,323
SC,2016,December,341
SC,2017,January,341
SC,2017,February,350
SC,2017,March,333
SC,2017,April,336
SC,2017,May,336
SC,2017,June,332
SC,2017,July,338
SC,2017,August,340
SC,2017,September,345
SC,2017,October,338
SC,2017,November,338
SC,2017,December,315
SC,2018,January,321
SC,2018,February,311
SC,2018,March,319
SC,2018,April,321
SC,2015,January,44886
SC,2015,February,45264
SC,2015,March,45668
SC,2015,April,45723
SC,2015,May,45843
SC,2015,June,45965
SC,2015,July,46062
SC,2015,August,46168
SC,2015,September,46260
SC,2015,October,46453
SC,2015,November,46445
SC,2015,December,46352
SC,2016,January,46122
SC,2016,February,46280
SC,2016,March,46143
SC,2016,April,46278
SC,2016,May,46263
SC,2016,June,46325
SC,2016,July,46533
SC,2016,August,46492
SC,2016,September,46859
SC,2016,October,46738
SC,2016,November,46945
SC,2016,December,47123
SC,2017,January,47188
SC,2017,February,46912
SC,2017,March,47150
SC,2017,April,47315
SC,2017,May,47492
SC,2017,June,47720
SC,2017,July,47792
SC,2017,August,48017
SC,2017,September,47975
SC,2017,October,48186
SC,2017,November,48224
SC,2017,December,48418
SC,2018,January,49041
SC,2018,February,49335
SC,2018,March,49367
SC,2018,April,49324
SC,2015,January,692
SC,2015,February,699
SC,2015,March,710
SC,2015,April,709
SC,2015,May,726
SC,2015,June,730
SC,2015,July,726
SC,2015,August,744
SC,2015,September,735
SC,2015,October,747
SC,2015,November,738
SC,2015,December,736
SC,2016,January,730
SC,2016,February,722
SC,2016,March,733
SC,2016,April,771
SC,2016,May,775
SC,2016,June,804
SC,2016,July,822
SC,2016,August,822
SC,2016,September,831
SC,2016,October,846
SC,2016,November,842
SC,2016,December,871
SC,2017,January,903
SC,2017,February,934
SC,2017,March,924
SC,2017,April,934
SC,2017,May,964
SC,2017,June,978
SC,2017,July,981
SC,2017,August,999
SC,2017,September,1020
SC,2017,October,1012
SC,2017,November,1028
SC,2017,December,1001
SC,2018,January,990
SC,2018,February,976
SC,2018,March,1002
SC,2018,April,1033
SC,2015,January,508
SC,2015,February,514
SC,2015,March,526
SC,2015,April,530
SC,2015,May,540
SC,2015,June,544
SC,2015,July,533
SC,2015,August,552
SC,2015,September,542
SC,2015,October,553
SC,2015,November,549
SC,2015,December,537
SC,2016,January,534
SC,2016,February,529
SC,2016,March,538
SC,2016,April,559
SC,2016,May,566
SC,2016,June,582
SC,2016,July,599
SC,2016,August,584
SC,2016,September,586
SC,2016,October,591
SC,2016,November,581
SC,2016,December,613
SC,2017,January,635
SC,2017,February,659
SC,2017,March,647
SC,2017,April,654
SC,2017,May,681
SC,2017,June,698
SC,2017,July,700
SC,2017,August,732
SC,2017,September,754
SC,2017,October,760
SC,2017,November,771
SC,2017,December,747
SC,2018,January,738
SC,2018,February,733
SC,2018,March,755
SC,2018,April,770
SC,2015,January,94.50867052
SC,2015,February,95.27896996
SC,2015,March,95.49295775
SC,2015,April,95.76868829
SC,2015,May,95.8677686
SC,2015,June,96.43835616
SC,2015,July,96.96969697
SC,2015,August,97.04301075
SC,2015,September,97.00680272
SC,2015,October,97.05488621
SC,2015,November,97.15447154
SC,2015,December,97.55434783
SC,2016,January,97.94520548
SC,2016,February,97.64542936
SC,2016,March,97.68076398
SC,2016,April,97.66536965
SC,2016,May,97.03225806
SC,2016,June,96.64179104
SC,2016,July,96.35036496
SC,2016,August,96.10705596
SC,2016,September,95.66787004
SC,2016,October,95.62647754
SC,2016,November,95.48693587
SC,2016,December,95.86681975
SC,2017,January,95.34883721
SC,2017,February,95.50321199
SC,2017,March,95.56277056
SC,2017,April,95.50321199
SC,2017,May,96.05809129
SC,2017,June,96.52351738
SC,2017,July,96.83995923
SC,2017,August,96.8968969
SC,2017,September,97.25490196
SC,2017,October,97.52964427
SC,2017,November,97.47081712
SC,2017,December,97.6023976
SC,2018,January,97.77777778
SC,2018,February,97.64344262
SC,2018,March,97.80439122
SC,2018,April,97.96708616
SC,2015,January,66
SC,2015,February,69
SC,2015,March,70
SC,2015,April,69
SC,2015,May,71
SC,2015,June,74
SC,2015,July,74
SC,2015,August,77
SC,2015,September,82
SC,2015,October,78
SC,2015,November,81
SC,2015,December,86
SC,2016,January,91
SC,2016,February,95
SC,2016,March,99
SC,2016,April,109
SC,2016,May,110
SC,2016,June,110
SC,2016,July,115
SC,2016,August,114
SC,2016,September,116
SC,2016,October,126
SC,2016,November,128
SC,2016,December,129
SC,2017,January,135
SC,2017,February,146
SC,2017,March,146
SC,2017,April,147
SC,2017,May,152
SC,2017,June,162
SC,2017,July,167
SC,2017,August,172
SC,2017,September,181
SC,2017,October,184
SC,2017,November,188
SC,2017,December,193
SC,2018,January,190
SC,2018,February,182
SC,2018,March,189
SC,2018,April,199
SC,2015,January,110
SC,2015,February,122
SC,2015,March,136
SC,2015,April,141
SC,2015,May,150
SC,2015,June,158
SC,2015,July,162
SC,2015,August,169
SC,2015,September,165
SC,2015,October,168
SC,2015,November,165
SC,2015,December,153
SC,2016,January,149
SC,2016,February,146
SC,2016,March,142
SC,2016,April,151
SC,2016,May,160
SC,2016,June,170
SC,2016,July,183
SC,2016,August,184
SC,2016,September,198
SC,2016,October,211
SC,2016,November,212
SC,2016,December,234
SC,2017,January,256
SC,2017,February,265
SC,2017,March,267
SC,2017,April,273
SC,2017,May,292
SC,2017,June,313
SC,2017,July,313
SC,2017,August,350
SC,2017,September,368
SC,2017,October,384
SC,2017,November,397
SC,2017,December,397
SC,2018,January,396
SC,2018,February,409
SC,2018,March,426
SC,2018,April,445
SD,2015,January,7700
SD,2015,February,7684
SD,2015,March,7720
SD,2015,April,7742
SD,2015,May,7758
SD,2015,June,7851
SD,2015,July,7899
SD,2015,August,7891
SD,2015,September,7950
SD,2015,October,7943
SD,2015,November,7915
SD,2015,December,7894
SD,2016,January,7793
SD,2016,February,7812
SD,2016,March,7799
SD,2016,April,7847
SD,2016,May,7862
SD,2016,June,7856
SD,2016,July,7843
SD,2016,August,7869
SD,2016,September,7808
SD,2016,October,7824
SD,2016,November,7904
SD,2016,December,7945
SD,2017,January,8046
SD,2017,February,8136
SD,2017,March,8192
SD,2017,April,8157
SD,2017,May,8170
SD,2017,June,8188
SD,2017,July,8153
SD,2017,August,8155
SD,2017,September,8154
SD,2017,October,8207
SD,2017,November,8203
SD,2017,December,8140
SD,2018,January,8127
SD,2018,February,8070
SD,2018,March,8036
SD,2018,April,8015
SD,2015,January,60
SD,2015,February,59
SD,2015,March,61
SD,2015,April,57
SD,2015,May,55
SD,2015,June,59
SD,2015,July,66
SD,2015,August,64
SD,2015,September,62
SD,2015,October,62
SD,2015,November,60
SD,2015,December,62
SD,2016,January,63
SD,2016,February,65
SD,2016,March,66
SD,2016,April,70
SD,2016,May,70
SD,2016,June,68
SD,2016,July,63
SD,2016,August,65
SD,2016,September,70
SD,2016,October,69
SD,2016,November,71
SD,2016,December,69
SD,2017,January,75
SD,2017,February,74
SD,2017,March,70
SD,2017,April,70
SD,2017,May,75
SD,2017,June,75
SD,2017,July,75
SD,2017,August,76
SD,2017,September,75
SD,2017,October,75
SD,2017,November,76
SD,2017,December,75
SD,2018,January,69
SD,2018,February,64
SD,2018,March,67
SD,2018,April,63
TN,2015,January,68744
TN,2015,February,69161
TN,2015,March,69559
TN,2015,April,69550
TN,2015,May,69611
TN,2015,June,69812
TN,2015,July,70091
TN,2015,August,70246
TN,2015,September,70350
TN,2015,October,70607
TN,2015,November,70639
TN,2015,December,70237
TN,2016,January,69729
TN,2016,February,69746
TN,2016,March,69856
TN,2016,April,70136
TN,2016,May,70208
TN,2016,June,70390
TN,2016,July,70501
TN,2016,August,70716
TN,2016,September,70720
TN,2016,October,70978
TN,2016,November,71016
TN,2016,December,71506
TN,2017,January,71835
TN,2017,February,71921
TN,2017,March,72285
TN,2017,April,72491
TN,2017,May,72562
TN,2017,June,72564
TN,2017,July,72804
TN,2017,August,72763
TN,2017,September,73122
TN,2017,October,73177
TN,2017,November,73430
TN,2017,December,73749
TN,2018,January,74609
